SessionKey,x,y,stage,measure_id,CurrentLocation,proceed,tooltip,url
2017R1,2,5,passed_senate,HB2123,Chapter Number Assigned,TRUE,<strong>HB2123</strong><p>Limits number of voting members of Oregon<br/>State Hospital Advisory Board serving on ad hoc<br/>committees established by board to less than<br/>quorum.</p>,https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2123
2017R1,2,6,passed_senate,HB2132,Chapter Number Assigned,TRUE,"<strong>HB2132</strong><p>Expands purposes for which improvements may be<br/>made under local government financing program to<br/>include energy storage, smart electric vehicle<br/>charging stations and water efficiency.</p>",https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2132
2017R1,2,7,passed_senate,HB2134,Chapter Number Assigned,TRUE,<strong>HB2134</strong><p>Changes process by which Public Utility Commission<br/>collects moneys from electric companies for<br/>purposes related to low-income electric bill<br/>payment assistance.</p>,https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2134
2017R1,2,8,passed_senate,HB2140,Chapter Number Assigned,TRUE,<strong>HB2140</strong><p>Requires seller of real property to disclose<br/>seismic risk in seller's property disclosure<br/>statement.</p>,https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2140
2017R1,2,9,passed_senate,HB2143,Chapter Number Assigned,TRUE,<strong>HB2143</strong><p>Designates first Saturday in June of each year as<br/>Oregon Outdoor Recreation Day.</p>,https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2143
2017R1,2,10,passed_senate,HB2147,Chapter Number Assigned,TRUE,<strong>HB2147</strong><p>Requires each post-secondary institution of<br/>education to provide Higher Education Coordinating<br/>Commission with number of Oregon high school<br/>graduates from each school district enrolled at<br/>institution and graduation rate at institution<br/>for Oregon high school graduates from each school<br/>district.</p>,https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2147
2017R1,2,11,passed_senate,HB2149,Chapter Number Assigned,TRUE,"<strong>HB2149</strong><p>Provides for one-time, decreased vehicle<br/>registration fee for former prisoners of war.</p>",https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2149
2017R1,2,12,passed_senate,HB2150,Chapter Number Assigned,TRUE,"<strong>HB2150</strong><p>Directs Oregon Liquor Control Commission to<br/>allow manufacturers or importing distributors of<br/>wine, cider or malt beverages to file required<br/>statements and pay privilege taxes by electronic<br/>means.</p>",https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2150
2017R1,2,13,passed_senate,HB2152,Chapter Number Assigned,TRUE,<strong>HB2152</strong><p>Permits small business development centers to use<br/>grant funds for outreach and marketing.</p>,https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2152
2017R1,2,14,passed_senate,HB2156,Chapter Number Assigned,TRUE,<strong>HB2156</strong><p>Requires Department of Revenue to establish<br/>program by means of which representatives of C<br/>corporations and S corporations may resolve issues<br/>and ask questions concerning Oregon corporate<br/>income and excise tax laws or application of<br/>Oregon corporation income and excise tax laws.</p>,https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2156
2017R1,2,15,passed_senate,HB2157,Chapter Number Assigned,TRUE,<strong>HB2157</strong><p>Requires Department of Revenue to establish<br/>program by means of which department may give<br/>priority to certified public accountants and other<br/>tax practitioners who have questions about or wish<br/>to resolve issues concerning Oregon tax laws or<br/>application of Oregon tax laws to personal income<br/>tax accounts.</p>,https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2157
2017R1,2,16,passed_senate,HB2159,Chapter Number Assigned,TRUE,"<strong>HB2159</strong><p>Changes definition of ""cider"" for purposes of<br/>alcohol control laws and alcohol taxation laws.</p>",https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2159
2017R1,2,17,passed_senate,HB2160,Chapter Number Assigned,TRUE,<strong>HB2160</strong><p>Increases number of nonmanufacturing locations at<br/>which brewery-public house licensee may conduct<br/>authorized sales activities.</p>,https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2160
2017R1,2,18,passed_senate,HB2161,Chapter Number Assigned,TRUE,<strong>HB2161</strong><p>Provides that amendments to bylaws of credit union<br/>are automatically effective unless disapproved by<br/>Director of Department of Consumer and Business<br/>Services.</p>,https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2161
2017R1,2,19,passed_senate,HB2162,Chapter Number Assigned,TRUE,<strong>HB2162</strong><p>Requires state contracting agency that awards<br/>public improvement contract with contract price<br/>of more than $5 million to require contractor<br/>to employ apprentices to perform 10 percent of<br/>work hours on public improvement that workers in<br/>apprenticeable occupations perform.</p>,https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2162
2017R1,2,20,passed_senate,HB2175,Chapter Number Assigned,TRUE,<strong>HB2175</strong><p>Removes limitation on number of sobering<br/>facilities that may be registered with Oregon<br/>Health Authority.</p>,https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2175
2017R1,3,1,passed_senate,HB2176,Chapter Number Assigned,TRUE,<strong>HB2176</strong><p>Authorizes moneys in Mental Health Alcoholism and<br/>Drug Services Account to be used by counties to<br/>provide funding to sobering facilities.</p>,https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2176
2017R1,3,2,passed_senate,HB2179,Chapter Number Assigned,TRUE,"<strong>HB2179</strong><p>Permits onsite treatment of septage prior to<br/>application of biosolids on exclusive farm use<br/>land using treatment facilities that are portable,<br/>temporary and transportable by truck trailer<br/>during authorized period of time.</p>",https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2179
2017R1,3,3,passed_senate,HB2186,Chapter Number Assigned,TRUE,<strong>HB2186</strong><p>Provides that Director of Department of Consumer<br/>and Business Services may certify self-insurance<br/>program created by intergovernmental agreement<br/>as self-insured employer for purposes of workers'<br/>compensation insurance.</p>,https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2186
2017R1,3,4,passed_senate,HB2189,Chapter Number Assigned,TRUE,<strong>HB2189</strong><p>Establishes statute of repose for actions arising<br/>out of real estate appraisal activity.</p>,https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2189
2017R1,3,5,passed_senate,HB2191,Chapter Number Assigned,TRUE,<strong>HB2191</strong><p>Authorizes Secretary of State to investigate<br/>alleged or potential violations of business<br/>entity statutes and to require business entity<br/>to provide list of shareholders and respond to<br/>interrogatories.</p>,https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2191
2017R1,3,6,passed_senate,HB2192,Chapter Number Assigned,TRUE,<strong>HB2192</strong><p>Increases term of Workers' Compensation<br/>Management-Labor Advisory Committee members from<br/>two years to three years.</p>,https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2192
2017R1,3,7,passed_senate,HB2197,Chapter Number Assigned,TRUE,<strong>HB2197</strong><p>Allows Department of Revenue to enter into<br/>agreement with qualified governing body of<br/>federally recognized Indian tribe for purpose<br/>of making rebate payments for estimate of tax on<br/>marijuana items.</p>,https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2197
2017R1,3,8,passed_senate,HB2198,Chapter Number Assigned,TRUE,"<strong>HB2198</strong><p>Establishes Oregon Cannabis Commission for certain<br/>purposes, including determining possible framework<br/>for future governance of Oregon Medical Marijuana<br/>Program.</p>",https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2198
2017R1,3,9,passed_senate,HB2216,Chapter Number Assigned,TRUE,<strong>HB2216</strong><p>Requires Department of Human Services to adopt<br/>rules to establish Oregon Foster Children's<br/>Sibling Bill of Rights.</p>,https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2216
2017R1,3,10,passed_senate,HB2219,Chapter Number Assigned,TRUE,<strong>HB2219</strong><p>Encourages school districts and public charter<br/>schools to offer students courses or other<br/>educational opportunities in civics.</p>,https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2219
2017R1,3,11,passed_senate,HB2220,Chapter Number Assigned,TRUE,<strong>HB2220</strong><p>Removes certain requirements veterans must meet<br/>prior to receiving high school diploma.</p>,https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2220
2017R1,3,12,passed_senate,HB2229,Chapter Number Assigned,TRUE,<strong>HB2229</strong><p>Encourages school districts and public charter<br/>schools to offer students courses or other<br/>educational opportunities in financial literacy.</p>,https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2229
2017R1,3,13,passed_senate,HB2238,Chapter Number Assigned,TRUE,<strong>HB2238</strong><p>Establishes Task Force on Public Safety.</p>,https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2238
2017R1,3,14,passed_senate,HB2242,Chapter Number Assigned,TRUE,"<strong>HB2242</strong><p>Restricts business development project to projects<br/>that result in, aid, promote or facilitate<br/>development of traded sector activities.</p>",https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2242
2017R1,3,15,passed_senate,HB2244,Chapter Number Assigned,TRUE,<strong>HB2244</strong><p>Permits Oregon Film and Video Office to deduct<br/>from labor rebate amounts spent on workforce<br/>development and educational efforts for qualifying<br/>film production.</p>,https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2244
2017R1,3,16,passed_senate,HB2246,Chapter Number Assigned,TRUE,"<strong>HB2246</strong><p>Expands entities that are eligible to receive<br/>apportionments under Ballot Measure 98 (2016)<br/>to include Oregon School for the Deaf, Youth<br/>Corrections Education Program and Juvenile<br/>Detention Education Program.</p>",https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2246
2017R1,3,17,passed_senate,HB2248,Chapter Number Assigned,TRUE,"<strong>HB2248</strong><p>Extends sunset date on temporary law authorizing<br/>Oregon Youth Authority and county juvenile<br/>departments to disclose and provide copies of<br/>reports and other materials relating to child,<br/>ward, youth or youth offender's history and<br/>prognosis to Department of Corrections for purpose<br/>of exercising custody or supervising person<br/>committed to department's legal and physical<br/>custody.</p>",https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2248
2017R1,3,18,passed_senate,HB2249,Chapter Number Assigned,TRUE,<strong>HB2249</strong><p>Authorizes Department of Corrections to enter<br/>into agreements or arrangements with counties to<br/>provide supplemental funding for reentry support<br/>and services for offenders released before<br/>attaining 25 years of age.</p>,https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2249
2017R1,3,19,passed_senate,HB2250,Chapter Number Assigned,TRUE,<strong>HB2250</strong><p>Directs Department of Corrections to adopt<br/>rules establishing deadlines by which department<br/>must submit proposed and revised inmate release<br/>plans to State Board of Parole and Post-Prison<br/>Supervision.</p>,https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2250
2017R1,3,20,passed_senate,HB2251,Chapter Number Assigned,TRUE,<strong>HB2251</strong><p>Provides that person under 18 years of age may<br/>not be incarcerated in Department of Corrections<br/>institution.</p>,https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2251
2017R1,4,1,passed_senate,HB2253,Chapter Number Assigned,TRUE,<strong>HB2253</strong><p>Provides that Department of Corrections inmate may<br/>perform electrical or plumbing work if supervised<br/>by licensed electrician or plumber who is employee<br/>of Oregon Corrections Enterprises.</p>,https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2253
2017R1,4,2,passed_senate,HB2254,Chapter Number Assigned,TRUE,<strong>HB2254</strong><p>Exempts horticultural commodities and commodity<br/>packs from labeling requirements if commodity is<br/>being exported from United States and shipping<br/>container used to transport commodity or commodity<br/>pack is labeled as being for export only and<br/>as otherwise required by State Department of<br/>Agriculture.</p>,https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2254
2017R1,4,3,passed_senate,HB2255,Chapter Number Assigned,TRUE,"<strong>HB2255</strong><p>Authorizes State Department of Agriculture to<br/>adopt recommended or required practices for<br/>ensuring safety of milk, fluid milk or dairy<br/>products.</p>",https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2255
2017R1,4,4,passed_senate,HB2256,Chapter Number Assigned,TRUE,"<strong>HB2256</strong><p>Makes dietary supplements, as defined, food for<br/>purposes of Oregon Food Law and laws regulating<br/>sanitation for food and food establishments.</p>",https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2256
2017R1,4,5,passed_senate,HB2257,Chapter Number Assigned,TRUE,"<strong>HB2257</strong><p>Allows Department of Education to waive, under<br/>limited circumstances, fee for publisher or<br/>supplier who submits textbook title or item of<br/>instructional material for review by State Board<br/>of Education.</p>",https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2257
2017R1,4,6,passed_senate,HB2258,Chapter Number Assigned,TRUE,"<strong>HB2258</strong><p>Expands types of entities that may receive<br/>funding for certain activities related to science,<br/>technology, engineering and mathematics education<br/>and to career and technical education.</p>",https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2258
2017R1,4,7,passed_senate,HB2259,Chapter Number Assigned,TRUE,<strong>HB2259</strong><p>Authorizes Office of Child Care to maintain<br/>information in Central Background Registry through<br/>electronic records systems.</p>,https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2259
2017R1,4,8,passed_senate,HB2260,Chapter Number Assigned,TRUE,<strong>HB2260</strong><p>Authorizes Office of Child Care to maintain<br/>information about child care facilities and<br/>providers through electronic records systems.</p>,https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2260
2017R1,4,9,passed_senate,HB2262,Chapter Number Assigned,TRUE,<strong>HB2262</strong><p>Allows Employment Relations Board to employ and<br/>set salaries for state employees.</p>,https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2262
2017R1,4,10,passed_senate,HB2263,Chapter Number Assigned,TRUE,<strong>HB2263</strong><p>Increases fee from $500 to $625 for third<br/>mediation session conducted by mediator assigned<br/>by Employment Relations Board to resolve labor<br/>dispute or labor controversy.</p>,https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2263
2017R1,4,11,passed_senate,HB2264,Chapter Number Assigned,TRUE,<strong>HB2264</strong><p>Increases application fee for individual who<br/>applies to be included on State Conciliation<br/>Service list of qualified arbitrators for labor<br/>controversy.</p>,https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2264
2017R1,4,12,passed_senate,HB2265,Chapter Number Assigned,TRUE,<strong>HB2265</strong><p>Allows parties to agree in writing to starting<br/>date for 150-day period after which parties<br/>involved in negotiations over terms of collective<br/>bargaining agreement may notify Employment<br/>Relations Board of need for mediator.</p>,https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2265
2017R1,4,13,passed_senate,HB2266,Chapter Number Assigned,TRUE,<strong>HB2266</strong><p>Allows unexpended and unobligated balance in<br/>Oregon Hatchery Research Center Fund to remain in<br/>fund.</p>,https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2266
2017R1,4,14,passed_senate,HB2267,Chapter Number Assigned,TRUE,<strong>HB2267</strong><p>Provides exemption from requirement to obtain<br/>medical imaging license if person uses sonographic<br/>equipment for sole purpose of ophthalmic<br/>sonography.</p>,https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2267
2017R1,4,15,passed_senate,HB2268,Chapter Number Assigned,TRUE,<strong>HB2268</strong><p>Modifies underground storage tank fees.</p>,https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2268
2017R1,4,16,passed_senate,HB2270,Chapter Number Assigned,TRUE,<strong>HB2270</strong><p>Extends privilege taxes on merchantable forest<br/>products harvested on forestlands.</p>,https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2270
2017R1,4,17,passed_senate,HB2273,Chapter Number Assigned,TRUE,"<strong>HB2273</strong><p>Removes functional test for purposes of<br/>apportionment of business income of corporate<br/>excise taxpayer by defining ""sales"" to exclude<br/>amounts that are received by taxpayer from certain<br/>transactions, received in role as agent or held in<br/>trust.</p>",https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2273
2017R1,4,18,passed_senate,HB2275,Chapter Number Assigned,TRUE,"<strong>HB2275</strong><p>For purposes of corporate tax apportionment,<br/>redefines income subject to apportionment to align<br/>with Multistate Tax Commission model.</p>",https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2275
2017R1,4,19,passed_senate,HB2277,Chapter Number Assigned,TRUE,"<strong>HB2277</strong><p>Requires county governing body to apply property<br/>tax refund first as credit against amount due<br/>of total tax liability account on which tax was<br/>assessed, except in certain cases.</p>",https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2277
2017R1,4,20,passed_senate,HB2278,Chapter Number Assigned,TRUE,<strong>HB2278</strong><p>Authorizes municipal corporation to budget for<br/>estimated debt service payments when general<br/>obligation bonds are approved by voters at May<br/>election.</p>,https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2278
2017R1,5,1,passed_senate,HB2279,Chapter Number Assigned,TRUE,<strong>HB2279</strong><p>Transfers to Department of Revenue sole authority<br/>for examining and registering property appraisers<br/>and setting education and experience requirements.</p>,https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2279
2017R1,5,2,passed_senate,HB2280,Chapter Number Assigned,TRUE,<strong>HB2280</strong><p>Repeals disused statute granting right to any<br/>person assessed for property taxes to demand<br/>official certificate of assessment and fining<br/>assessor $100 for refusal in action before county<br/>justice of peace.</p>,https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2280
2017R1,5,3,passed_senate,HB2281,Chapter Number Assigned,TRUE,"<strong>HB2281</strong><p>Provides that disqualification of land designated<br/>as forestland shall be deemed to occur as of<br/>January 1 assessment date of assessment year<br/>in which discovery occurs, regardless of when<br/>discovery actually occurs.</p>",https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2281
2017R1,5,4,passed_senate,HB2283,Chapter Number Assigned,TRUE,"<strong>HB2283</strong><p>Provides that if taxpayer elects to apply<br/>overpayment of tax to subsequent year estimated<br/>tax installment, amount paid is credited as<br/>estimated tax on later of first estimated tax due<br/>date or date payment is made, if elected on timely<br/>filed return, or is credited as estimated tax on<br/>later of date return is filed or date payment is<br/>made, if elected on return filed late.</p>",https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2283
2017R1,5,5,passed_senate,HB2284,Chapter Number Assigned,TRUE,<strong>HB2284</strong><p>Expands provisions for resolution of conflicting<br/>claims to taxpayer dependents to include<br/>conflicting returns or reports addressing other<br/>items allowed under personal income tax laws.</p>,https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2284
2017R1,5,6,passed_senate,HB2285,Chapter Number Assigned,TRUE,"<strong>HB2285</strong><p>Provides that, if taxpayer files report or return<br/>but pays less than full amount of tax due, tax is<br/>assessed on later of original due date of report<br/>or return, without regard for extension of time<br/>for filing, or date filed.</p>",https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2285
2017R1,5,7,passed_senate,HB2291,Chapter Number Assigned,TRUE,<strong>HB2291</strong><p>Allows weighmaster or motor carrier enforcement<br/>officer to enforce law prohibiting illegal<br/>alteration or display of registration plate.</p>,https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2291
2017R1,5,8,passed_senate,HB2292,Chapter Number Assigned,TRUE,"<strong>HB2292</strong><p>Changes defined term ""rail fixed guideway system""<br/>to ""rail fixed guideway public transportation<br/>system."" Directs Department of Transportation<br/>to take certain actions related to state safety<br/>oversight program of rail fixed guideway public<br/>transportation systems.</p>",https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2292
2017R1,5,9,passed_senate,HB2294,Chapter Number Assigned,TRUE,<strong>HB2294</strong><p>Adds persons representing public to policy<br/>committees established by Board on Public Safety<br/>Standards and Training.</p>,https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2294
2017R1,5,10,passed_senate,HB2295,Chapter Number Assigned,TRUE,"<strong>HB2295</strong><p>Increases fees, maximum fees and fee return<br/>thresholds for Water Resources Department<br/>services.</p>",https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2295
2017R1,5,11,passed_senate,HB2296,Chapter Number Assigned,TRUE,<strong>HB2296</strong><p>Increases required bond amounts for persons<br/>drilling wells.</p>,https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2296
2017R1,5,12,passed_senate,HB2298,Chapter Number Assigned,TRUE,<strong>HB2298</strong><p>Requires that all candidates who will appear on<br/>primary or general election ballot file statements<br/>of economic interest.</p>,https://olis.leg.state.or.us/liz/2017R1/Measures/Overview/HB2298
